"Timestamp","Czy masz ukończone 18 lat?","1. Obecna sytuacja bezpieczeństwa w regionie zwiększa ryzyko zagrożenia militarnego dla Polski.","2. W najbliższych latach Polska powinna zwiększyć wydatki na obronność.","3. Nawet kosztem innych wydatków publicznych obronność powinna być jednym z priorytetów budżetu państwa.","Załóżmy, że państwo chce zwiększyć wydatki na obronność, ale bez podnoszenia łącznych wydatków budżetu.
"2026/01/02 12:20:53 AM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","4","3","1","2","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej wolę dług publiczny","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","W bardzo dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 20 000–99 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/02 10:26:01 AM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","1","3","4","1","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","W bardzo dużym stopniu","W małym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Wolę nie odpowiadać","Tak"
"2026/01/03 12:27:06 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","4","4","3","4","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Trudno powiedzieć / zależy","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","W umiarkowanym stopniu","W dużym stopniu","W dużym stopniu","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Kobieta","65+","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Emeryt / Rencista","Tak, czasami / przez część roku","Tak"
"2026/01/03 12:37:50 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","5","1","1","4","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej wolę podwyżki podatków","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","W umiarkowanym stopniu","W dużym stopniu","W dużym stopniu","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Zdecydowanie się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Mężczyzna","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Tak, czasami / przez część roku","Tak"
"2026/01/03 1:52:15 PM GMT+1","Tak","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","4","2","2","3","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 20 000–99 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 2:07:34 PM GMT+1","Tak","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","3","3","3","4","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej wolę podwyżki podatków","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W małym stopniu","W dużym stopniu","W bardzo dużym stopniu","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 2:19:54 PM GMT+1","Tak","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","3","1","2","3","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","W dużym stopniu","W umiarkowanym stopniu","W bardzo dużym stopniu","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Kobieta","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 2:24:20 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","4","3","2","3","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się nie zgadzam","W bardzo dużym stopniu","W umiarkowanym stopniu","W małym stopniu","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Tak, regularnie","Tak"
"2026/01/03 2:29:48 PM GMT+1","Tak","Raczej się zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","5","5","3","3","Raczej się nie zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W umiarkowanym stopniu","W umiarkowanym stopniu","W dużym stopniu","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Mężczyzna","25–34","Wyższe (licencjat / inżynier / magister)","Wieś","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/03 3:30:28 PM GMT+1","Tak","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","5","2","3","1","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się nie zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","W dużym stopniu","W umiarkowanym stopniu","W małym stopniu","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 20 000–99 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 3:47:31 PM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","4","1","1","1","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie wolę dług publiczny","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W bardzo dużym stopniu","W bardzo dużym stopniu","Wcale","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Mężczyzna","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/03 3:55:01 PM GMT+1","Tak","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","1","1","1","2","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie wolę podwyżki podatków","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","W umiarkowanym stopniu","W małym stopniu","W umiarkowanym stopniu","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 4:17:12 PM GMT+1","Tak","Raczej się nie zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","3","2","2","4","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej wolę dług publiczny","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W umiarkowanym stopniu","W dużym stopniu","W umiarkowanym stopniu","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Wieś","Pracujący/a (etat, umowy, własna działalność)","Tak, czasami / przez część roku","Tak"
"2026/01/03 4:25:10 PM GMT+1","Tak","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","2","4","2","5","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","W bardzo dużym stopniu","W małym stopniu","W bardzo dużym stopniu","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 100 000–499 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 4:51:16 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","4","3","3","3","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","W bardzo dużym stopniu","W bardzo dużym stopniu","W dużym stopniu","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Kobieta","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/03 11:03:50 PM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","5","5","5","5","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","W umiarkowanym stopniu","W umiarkowanym stopniu","W dużym stopniu","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","Mężczyzna","55–64","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/03 11:51:26 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","4","4","3","4","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Trudno powiedzieć / zależy","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W dużym stopniu","W umiarkowanym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Kobieta","45–54","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/04 10:55:28 AM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","3","2","5","5","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej wolę dług publiczny","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","W umiarkowanym stopniu","W umiarkowanym stopniu","W umiarkowanym stopniu","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Mężczyzna","45–54","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/04 1:12:36 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","3","2","1","1","Zdecydowanie się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Trudno powiedzieć / zależy","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","W dużym stopniu","W dużym stopniu","W dużym stopniu","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 20 000–99 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/04 1:59:36 PM GMT+1","Tak","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","4","4","4","4","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Trudno powiedzieć / zależy","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W bardzo dużym stopniu","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/04 3:36:01 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","5","3","3","2","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Trudno powiedzieć / zależy","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","W dużym stopniu","W małym stopniu","W małym stopniu","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","18–24","Średnie (liceum / technikum)","Miasto 100 000–499 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/04 7:34:20 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Ani tak, ani nie","5","1","3","3","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W dużym stopniu","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie dotyczy (brak takich dochodów)","Tak"
"2026/01/04 7:35:36 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","2","4","1","3","Zdecydowanie się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Trudno powiedzieć / zależy","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie dotyczy (brak takich dochodów)","Tak"
"2026/01/04 9:07:46 PM GMT+1","Tak","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","4","3","2","4","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","W małym stopniu","W dużym stopniu","W bardzo dużym stopniu","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Kobieta","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/05 7:08:08 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","3","2","1","3","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","W dużym stopniu","W małym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/06 12:02:09 AM GMT+1","Tak","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","3","4","3","3","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","Trudno powiedzieć / zależy","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W umiarkowanym stopniu","W dużym stopniu","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Mężczyzna","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
