"Timestamp","Czy masz ukończone 18 lat?","1. Obecna sytuacja bezpieczeństwa w regionie zwiększa ryzyko zagrożenia militarnego dla Polski.","2. W najbliższych latach Polska powinna zwiększyć wydatki na obronność.","3. Nawet kosztem innych wydatków publicznych obronność powinna być jednym z priorytetów budżetu państwa.","Załóżmy, że państwo chce zwiększyć wydatki na obronność, ale bez podnoszenia łącznych wydatków budżetu.
"2026/01/06 12:34:59 AM GMT+1","Tak","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","5","2","1","4","Zdecydowanie się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie wolę podwyżki podatków","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","W dużym stopniu","W małym stopniu","W dużym stopniu","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/06 12:35:46 AM GMT+1","Nie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/01/06 11:57:53 AM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","4","5","5","4","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W umiarkowanym stopniu","W dużym stopniu","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Kobieta","65+","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Emeryt / Rencista","Tak, czasami / przez część roku","Tak"
"2026/01/07 12:55:25 PM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","1","5","3","3","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","W umiarkowanym stopniu","W bardzo dużym stopniu","W małym stopniu","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","45–54","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/07 7:56:23 PM GMT+1","Tak","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","3","3","2","4","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie wolę dług publiczny","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","W umiarkowanym stopniu","W dużym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","Kobieta","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie dotyczy (brak takich dochodów)","Tak"
"2026/01/08 5:28:07 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","3","2","2","3","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Wieś","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/09 10:58:20 AM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","3","2","1","4","Zdecydowanie się zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","Raczej wolę podwyżki podatków","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","Inna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/09 7:46:56 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","4","2","3","2","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Trudno powiedzieć / zależy","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W umiarkowanym stopniu","W umiarkowanym stopniu","W małym stopniu","Raczej się zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/09 8:24:26 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Ani tak, ani nie","5","2","3","2","Zdecydowanie się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Kobieta","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Bezrobotny/a","Nie dotyczy (brak takich dochodów)","Tak"
"2026/01/09 11:33:51 PM GMT+1","Tak","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","4","4","2","2","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej wolę dług publiczny","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","W dużym stopniu","W małym stopniu","Wcale","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Mężczyzna","35–44","Wyższe (licencjat / inżynier / magister)","Miasto 100 000–499 999 mieszkańców","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/10 3:32:55 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","3","3","1","2","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się nie zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","W dużym stopniu","W bardzo dużym stopniu","W umiarkowanym stopniu","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 20 000–99 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/10 7:44:05 PM GMT+1","Tak","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","5","3","3","3","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","W dużym stopniu","W umiarkowanym stopniu","W bardzo dużym stopniu","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/11 12:32:06 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","2","3","3","3","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Trudno powiedzieć / zależy","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","W dużym stopniu","W dużym stopniu","W dużym stopniu","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Kobieta","45–54","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/11 12:40:30 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","1","5","2","1","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Trudno powiedzieć / zależy","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","W dużym stopniu","W dużym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Mężczyzna","45–54","Podstawowe (lub niższe) / gimnazjalne","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, niskie dochody (kwota wolna / brak zaliczek)","Tak"
"2026/01/11 12:41:00 PM GMT+1","Tak","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","3","4","4","4","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Trudno powiedzieć / zależy","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","W umiarkowanym stopniu","W małym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Kobieta","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Tak, regularnie","Tak"
"2026/01/11 1:53:18 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","5","4","2","3","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","W dużym stopniu","W umiarkowanym stopniu","W umiarkowanym stopniu","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Zdecydowanie się zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/11 10:47:08 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","4","3","2","3","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej wolę podwyżki podatków","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W umiarkowanym stopniu","W dużym stopniu","W umiarkowanym stopniu","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Wieś","Uczeń / Student","Nie, niskie dochody (kwota wolna / brak zaliczek)","Tak"
"2026/01/11 10:51:46 PM GMT+1","Tak","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","4","2","2","2","Raczej się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej wolę podwyżki podatków","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W małym stopniu","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Mężczyzna","18–24","Średnie (liceum / technikum)","Wieś","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/11 11:31:34 PM GMT+1","Tak","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","2","5","2","1","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie wolę dług publiczny","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","W bardzo dużym stopniu","W umiarkowanym stopniu","W małym stopniu","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Kobieta","45–54","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Pracujący/a (etat, umowy, własna działalność)","Wolę nie odpowiadać","Tak"
"2026/01/12 12:13:37 AM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","2","1","1","1","Zdecydowanie się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Trudno powiedzieć / zależy","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","W dużym stopniu","W bardzo dużym stopniu","W małym stopniu","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Bezrobotny/a","Nie dotyczy (brak takich dochodów)","Tak"
"2026/01/12 7:57:25 PM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się zgadzam","4","2","2","1","Ani tak, ani nie","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie wolę dług publiczny","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","Wcale","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Ani tak, ani nie","Ani tak, ani nie","Zdecydowanie się zgadzam","Ani tak, ani nie","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Tak, czasami / przez część roku","Tak"
"2026/01/12 7:59:15 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Ani tak, ani nie","4","2","2","3","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Trudno powiedzieć / zależy","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","W dużym stopniu","W dużym stopniu","W małym stopniu","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/12 8:00:07 PM GMT+1","Tak","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","5","1","5","1","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej wolę dług publiczny","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","W dużym stopniu","W dużym stopniu","W małym stopniu","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Raczej się zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","18–24","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/12 8:02:07 PM GMT+1","Tak","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","5","5","1","1","Zdecydowanie się zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Zdecydowanie wolę podwyżki podatków","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W bardzo dużym stopniu","W bardzo dużym stopniu","W umiarkowanym stopniu","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Raczej się nie zgadzam","Zdecydowanie się zgadzam","Ani tak, ani nie","Zdecydowanie się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie dotyczy (brak takich dochodów)","Tak"
"2026/01/12 8:45:30 PM GMT+1","Tak","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","4","3","2","2","Zdecydowanie się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Trudno powiedzieć / zależy","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","W bardzo dużym stopniu","W dużym stopniu","W dużym stopniu","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/12 8:59:23 PM GMT+1","Tak","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","4","3","2","5","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Trudno powiedzieć / zależy","Raczej się nie zgadzam","Raczej się zgadzam","Zdecydowanie się nie zgadzam","W umiarkowanym stopniu","W umiarkowanym stopniu","W dużym stopniu","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","Kobieta","25–34","Wyższe (licencjat / inżynier / magister)","Miasto 500 000 i więcej mieszkańców (np. Warszawa)","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/12 9:02:31 PM GMT+1","Tak","Raczej się zgadzam","Raczej się zgadzam","Raczej się zgadzam","1","1","5","1","Raczej się zgadzam","Raczej się zgadzam","Ani tak, ani nie","Raczej wolę dług publiczny","Ani tak, ani nie","Raczej się zgadzam","Raczej się zgadzam","W umiarkowanym stopniu","W umiarkowanym stopniu","W umiarkowanym stopniu","Raczej się zgadzam","Raczej się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się zgadzam","Mężczyzna","18–24","Średnie (liceum / technikum)","Wieś","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"
"2026/01/12 9:04:58 PM GMT+1","Tak","Zdecydowanie się nie zgadzam","Zdecydowanie się zgadzam","Zdecydowanie się nie zgadzam","4","3","3","4","Zdecydowanie się nie zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Raczej wolę dług publiczny","Raczej się zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","W dużym stopniu","W dużym stopniu","W małym stopniu","Zdecydowanie się nie zgadzam","Ani tak, ani nie","Raczej się nie zgadzam","Ani tak, ani nie","Raczej się zgadzam","Raczej się nie zgadzam","Raczej się zgadzam","Raczej się nie zgadzam","Ani tak, ani nie","Ani tak, ani nie","Kobieta","18–24","Średnie (liceum / technikum)","Miasto 100 000–499 999 mieszkańców","Uczeń / Student","Nie, ulga „PIT 0” (do 26 lat)","Tak"